Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S1_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-109581,"Apoptosis",107,193,0.012348048624440179,0.21883115713528026,0.5026672162620907,127,142,0.009466666666666667,-1.0,9606,Homo sapiens,"ENSG00000185825;ENSG00000159377;ENSG00000180370;ENSG00000136930;ENSG00000172115;ENSG00000143514;ENSG00000138794;ENSG00000120910;ENSG00000166913;ENSG00000182568;ENSG00000108344;ENSG00000128245;ENSG00000126067;ENSG00000198176;ENSG00000173692;ENSG00000204264;ENSG00000171552;ENSG00000157500;ENSG00000119139;ENSG00000143106;ENSG00000125818;ENSG00000121858;ENSG00000221983;ENSG00000163932;ENSG00000100453;ENSG00000164104;ENSG00000087274;ENSG00000131467;ENSG00000160789;ENSG00000205220;ENSG00000114126;ENSG00000002330;ENSG00000148180;ENSG00000168036;ENSG00000159352;ENSG00000127922;ENSG00000013275;ENSG00000100764;ENSG00000142507;ENSG00000068878;ENSG00000100519;ENSG00000120868;ENSG00000088986;ENSG00000100911;ENSG00000118705;ENSG00000164924;ENSG00000189403;ENSG00000105483;ENSG00000185627;ENSG00000108424;ENSG00000197694;ENSG00000179222;ENSG00000003402;ENSG00000115233;ENSG00000099341;ENSG00000008018;ENSG00000168610;ENSG00000030110;ENSG00000084774;ENSG00000087088;ENSG00000015475;ENSG00000071205;ENSG00000197170;ENSG00000108387;ENSG00000087191;ENSG00000101182;ENSG00000134602;ENSG00000149089;ENSG00000064012;ENSG00000137831;ENSG00000041357;ENSG00000150991;ENSG00000110330;ENSG00000100813;ENSG00000169398;ENSG00000143947;ENSG00000164305;ENSG00000087470;ENSG00000167657;ENSG00000092010;ENSG00000165916;ENSG00000175166;ENSG00000065675;ENSG00000136279;ENSG00000026025;ENSG00000240065;ENSG00000100567;ENSG00000108561;ENSG00000142208;ENSG00000101412;ENSG00000132906;ENSG00000103035;ENSG00000100030;ENSG00000108953;ENSG00000163902;ENSG00000134308;ENSG00000067900;ENSG00000104518;ENSG00000136448;ENSG00000198836;ENSG00000170315;ENSG00000114030;ENSG00000168522;ENSG00000108671;ENSG00000163636;ENSG00000161057;ENSG00000102572","","R-HSA-211715;R-HSA-211712;R-HSA-211207;R-HSA-508163;R-HSA-211206;R-HSA-508162;R-HSA-211716;R-HSA-352268;R-HSA-114440;R-HSA-4331340;R-HSA-211731;R-HSA-211219;R-HSA-6804596;R-HSA-211734;R-HSA-418846;R-HSA-211224;R-HSA-418845;R-HSA-9627056;R-HSA-418852;R-HSA-2562564;R-HSA-211239;R-HSA-418849;R-HSA-211247;R-HSA-141367;R-HSA-9627089;R-HSA-212552;R-HSA-114252;R-HSA-114254;R-HSA-114256;R-HSA-114259;R-HSA-3371360;R-HSA-114261;R-HSA-9627078;R-HSA-6805811;R-HSA-114263;R-HSA-114264;R-HSA-114275;R-HSA-6805507;R-HSA-141159;R-HSA-141156;R-HSA-350319;R-HSA-350318;R-HSA-3371359;R-HSA-351849;R-HSA-114284;R-HSA-351863;R-HSA-9627104;R-HSA-139895;R-HSA-139893;R-HSA-139898;R-HSA-201595;R-HSA-139899;R-HSA-351871;R-HSA-139897;R-HSA-9627369;R-HSA-211583;R-HSA-4331327;R-HSA-4331324;R-HSA-201603;R-HSA-139906;R-HSA-351877;R-HSA-351876;R-HSA-114307;R-HSA-139905;R-HSA-114306;R-HSA-201611;R-HSA-139913;R-HSA-201608;R-HSA-139918;R-HSA-139917;R-HSA-168848;R-HSA-139920;R-HSA-168849;R-HSA-351894;R-HSA-201622;R-HSA-8867344;R-HSA-351901;R-HSA-201631;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-201634;R-HSA-264871;R-HSA-201639;R-HSA-264865;R-HSA-201637;R-HSA-202917;R-HSA-201636;R-HSA-9029667;R-HSA-201640;R-HSA-351913;R-HSA-374699;R-HSA-114352;R-HSA-139952;R-HSA-9029690;R-HSA-114361;R-HSA-202939;R-HSA-140217;R-HSA-350651;R-HSA-140221;R-HSA-202947;R-HSA-211651;R-HSA-373700;R-HSA-211650;R-HSA-3465459;R-HSA-198347;R-HSA-351948;R-HSA-6804652;R-HSA-373705;R-HSA-351947;R-HSA-373717;R-HSA-202960;R-HSA-202967;R-HSA-202966;R-HSA-6805426;R-HSA-73945;R-HSA-266204;R-HSA-202969;R-HSA-3465448;R-HSA-9645694;R-HSA-6790025;R-HSA-9645692;R-HSA-211186;R-HSA-114419;R-HSA-211191;R-HSA-211190;R-HSA-211193"
R-HSA-877300,"Interferon gamma signaling",84,177,0.011324376199616123,0.21919626480408402,0.502862019256428,22,23,0.0015333333333333334,-1.0,9606,Homo sapiens,"ENSG00000185507;ENSG00000179583;ENSG00000179344;ENSG00000111679;ENSG00000196126;ENSG00000027697;ENSG00000198502;ENSG00000065978;ENSG00000204592;ENSG00000204632;ENSG00000166710;ENSG00000126456;ENSG00000162434;ENSG00000196396;ENSG00000175354;ENSG00000159128;ENSG00000116030;ENSG00000128604;ENSG00000231389;ENSG00000163932;ENSG00000162645;ENSG00000106785;ENSG00000026508;ENSG00000115415;ENSG00000111335;ENSG00000132274;ENSG00000132155;ENSG00000112343;ENSG00000168310;ENSG00000089127;ENSG00000234745;ENSG00000125347;ENSG00000125148;ENSG00000096968;ENSG00000033800;ENSG00000162654;ENSG00000100030;ENSG00000067066;ENSG00000154451;ENSG00000140968;ENSG00000204287;ENSG00000117228;ENSG00000206341;ENSG00000204525;ENSG00000145349;ENSG00000171206;ENSG00000204642;ENSG00000206503;ENSG00000223865;ENSG00000179295","","R-HSA-997326;R-HSA-9730967;R-HSA-9732753;R-HSA-9734547;R-HSA-873924;R-HSA-873927;R-HSA-1031716;R-HSA-873926;R-HSA-877281;R-HSA-873921;R-HSA-9732729;R-HSA-1031713;R-HSA-873922;R-HSA-9736836;R-HSA-873917;R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-873918;R-HSA-9732738;R-HSA-877269;R-HSA-909552"
R-HSA-171319,"Telomere Extension By Telomerase",13,34,0.0021753039027511195,0.21980881497029287,0.5033949344739634,10,10,6.666666666666666E-4,-1.0,9606,Homo sapiens,"ENSG00000183207;ENSG00000092330;ENSG00000132604;ENSG00000175792;ENSG00000206560;ENSG00000110075;ENSG00000119414;ENSG00000102977;ENSG00000130826;ENSG00000166848;ENSG00000147601;ENSG00000128513;ENSG00000182117","","R-HSA-163090;R-HSA-163120;R-HSA-163099;R-HSA-163096;R-HSA-9686521;R-HSA-164616;R-HSA-9671145;R-HSA-164617;R-HSA-164620;R-HSA-9686524"
R-HSA-9664873,"Pexophagy",8,13,8.317338451695458E-4,0.21998975954715014,0.5033949344739634,13,13,8.666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000170315;ENSG00000188554;ENSG00000161011;ENSG00000221983;ENSG00000143947;ENSG00000140941;ENSG00000149311;ENSG00000150991","","R-HSA-9674131;R-HSA-9664883;R-HSA-9664850;R-HSA-9664881;R-HSA-9664880;R-HSA-9664855;R-HSA-9664888;R-HSA-9664862;R-HSA-9664892;R-HSA-9664867;R-HSA-9664871;R-HSA-9674127;R-HSA-9664879"
R-HSA-9821002,"Chromatin modifications during the maternal to zygotic transition (MZT)",14,48,0.003071017274472169,0.2208440499774723,0.5047060199485164,11,12,8.0E-4,1.0,9606,Homo sapiens,"ENSG00000147050;ENSG00000158406;ENSG00000180596;ENSG00000180573;ENSG00000105968;ENSG00000117139;ENSG00000132475;ENSG00000197903;ENSG00000124635;ENSG00000158373;ENSG00000163041;ENSG00000233822;ENSG00000073614","","R-HSA-9818501;R-HSA-9822597;R-HSA-9822467;R-HSA-9817458;R-HSA-9822914;R-HSA-9822461;R-HSA-9817471;R-HSA-9822591;R-HSA-9817513;R-HSA-9822985;R-HSA-9817512"
R-HSA-196780,"Biotin transport and metabolism",2,19,0.001215611004478567,0.2212511108644983,0.5049929934998855,4,13,8.666666666666666E-4,-1.0,9606,Homo sapiens,"ENSG00000114054;ENSG00000078070","","R-HSA-3323111;R-HSA-3065959;R-HSA-2993447;R-HSA-2993799"
R-HSA-936440,"Negative regulators of DDX58/IFIH1 signaling",27,37,0.00236724248240563,0.22271939802402754,0.5076983482275799,13,13,8.666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000072401;ENSG00000160703;ENSG00000156587;ENSG00000197111;ENSG00000068308;ENSG00000078140;ENSG00000109332;ENSG00000011275;ENSG00000126456;ENSG00000127445;ENSG00000183735;ENSG00000138646;ENSG00000150991;ENSG00000115267;ENSG00000170315;ENSG00000118503;ENSG00000083799;ENSG00000088888;ENSG00000221983;ENSG00000057663;ENSG00000143947;ENSG00000106052;ENSG00000131508;ENSG00000182179;ENSG00000140853;ENSG00000078747;ENSG00000107201","","R-HSA-936462;R-HSA-936390;R-HSA-990528;R-HSA-990526;R-HSA-937343;R-HSA-936412;R-HSA-936380;R-HSA-936381;R-HSA-936378;R-HSA-936475;R-HSA-937337;R-HSA-936564;R-HSA-936563"
R-HSA-112409,"RAF-independent MAPK1/3 activation",11,28,0.0017914267434420985,0.2233597894885424,0.5085120080487882,12,12,8.0E-4,1.0,9606,Homo sapiens,"ENSG00000100030;ENSG00000158050;ENSG00000126934;ENSG00000120129;ENSG00000169032;ENSG00000139318;ENSG00000096968;ENSG00000179295;ENSG00000134352;ENSG00000105397;ENSG00000162434","","R-HSA-109857;R-HSA-5675206;R-HSA-109858;R-HSA-5674387;R-HSA-109860;R-HSA-5675376;R-HSA-109863;R-HSA-5674385;R-HSA-109862;R-HSA-112342;R-HSA-109864;R-HSA-5675373"
R-HSA-5250913,"Positive epigenetic regulation of rRNA expression",36,79,0.005054382597568778,0.22393810955561352,0.5087039361767577,6,7,4.6666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000158406;ENSG00000180596;ENSG00000180573;ENSG00000082701;ENSG00000132475;ENSG00000197879;ENSG00000114166;ENSG00000204371;ENSG00000197903;ENSG00000163882;ENSG00000186184;ENSG00000124635;ENSG00000166012;ENSG00000163041;ENSG00000099817;ENSG00000100142;ENSG00000124795;ENSG00000102054;ENSG00000100393;ENSG00000196591;ENSG00000149480;ENSG00000075624;ENSG00000105968;ENSG00000167491;ENSG00000115524;ENSG00000111642;ENSG00000170004;ENSG00000116478;ENSG00000153147;ENSG00000009954;ENSG00000158373;ENSG00000233822;ENSG00000165732;ENSG00000122565;ENSG00000162521","","R-HSA-427383;R-HSA-5250930;R-HSA-5250947;R-HSA-5250938;R-HSA-427404;R-HSA-427336"
R-HSA-1433557,"Signaling by SCF-KIT",29,51,0.0032629558541266796,0.2240112093531988,0.5087039361767577,27,39,0.0026,1.0,9606,Homo sapiens,"ENSG00000135605;ENSG00000177885;ENSG00000133703;ENSG00000111679;ENSG00000141968;ENSG00000115415;ENSG00000111252;ENSG00000136238;ENSG00000168610;ENSG00000213281;ENSG00000096968;ENSG00000145675;ENSG00000182866;ENSG00000160999;ENSG00000126561;ENSG00000115904;ENSG00000197122;ENSG00000173757;ENSG00000110395;ENSG00000151422;ENSG00000106070;ENSG00000121879;ENSG00000254087;ENSG00000179295;ENSG00000010810;ENSG00000182511;ENSG00000100351","","R-HSA-1433428;R-HSA-205319;R-HSA-1433488;R-HSA-1562641;R-HSA-1562640;R-HSA-1433501;R-HSA-205262;R-HSA-1433415;R-HSA-1433542;R-HSA-205328;R-HSA-205205;R-HSA-1433418;R-HSA-1433456;R-HSA-205286;R-HSA-1470012;R-HSA-1433471;R-HSA-1470010;R-HSA-1470009;R-HSA-1472121;R-HSA-205234;R-HSA-205238;R-HSA-1433506;R-HSA-205306;R-HSA-1433454;R-HSA-1433451;R-HSA-1433514;R-HSA-205244"
R-HSA-1663150,"The activation of arylsulfatases",3,18,0.0011516314779270633,0.22472748711349963,0.5096853500399726,2,2,1.3333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000129103;ENSG00000100299;ENSG00000144455","","R-HSA-1614362;R-HSA-1614336"
R-HSA-400511,"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)",6,22,0.0014075495841330773,0.22512502843500323,0.5099422992580755,3,7,4.6666666666666666E-4,-1.0,9606,Homo sapiens,"ENSG00000114902;ENSG00000166562;ENSG00000140612;ENSG00000118363;ENSG00000129128;ENSG00000197635","","R-HSA-9023627;R-HSA-9023626;R-HSA-400496"
R-HSA-5625970,"RHO GTPases activate KTN1",5,12,7.677543186180423E-4,0.22656853847886455,0.5119309456101925,2,2,1.3333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000067560;ENSG00000170759;ENSG00000126777;ENSG00000070831;ENSG00000136238","","R-HSA-5625959;R-HSA-5672083"
R-HSA-6804760,"Regulation of TP53 Activity through Methylation",13,23,0.001471529110684581,0.2266428738903522,0.5119309456101925,10,12,8.0E-4,1.0,9606,Homo sapiens,"ENSG00000100393;ENSG00000136319;ENSG00000135679;ENSG00000198625;ENSG00000150991;ENSG00000181090;ENSG00000204371;ENSG00000170315;ENSG00000221983;ENSG00000143947;ENSG00000149311;ENSG00000185513;ENSG00000143499","","R-HSA-6804229;R-HSA-6804276;R-HSA-3222116;R-HSA-6804242;R-HSA-6804383;R-HSA-6804253;R-HSA-6805755;R-HSA-6804379;R-HSA-3222237;R-HSA-6804266"
R-HSA-425381,"Bicarbonate transporters",1,14,8.957133717210493E-4,0.2268590310814398,0.5119309456101925,1,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000164889","","R-HSA-425482"
R-HSA-75109,"Triglyceride biosynthesis",4,33,0.002111324376199616,0.2272462557361315,0.5121605311439948,3,7,4.6666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000185000;ENSG00000101577;ENSG00000198814","","R-HSA-75899;R-HSA-75900;R-HSA-75887"
R-HSA-73863,"RNA Polymerase I Transcription Termination",11,33,0.002111324376199616,0.22881426581836928,0.515047418918638,3,4,2.666666666666667E-4,-1.0,9606,Homo sapiens,"ENSG00000110768;ENSG00000186184;ENSG00000163882;ENSG00000163161;ENSG00000166012;ENSG00000134480;ENSG00000020426;ENSG00000108312;ENSG00000099817;ENSG00000134058;ENSG00000100142","","R-HSA-74993;R-HSA-74992;R-HSA-74994"
R-HSA-2892245,"POU5F1 (OCT4), SOX2, NANOG repress genes related to differentiation",2,10,6.397952655150352E-4,0.22933888242818234,0.5155813973385452,2,7,4.6666666666666666E-4,-1.0,9606,Homo sapiens,"ENSG00000102804;ENSG00000152804","","R-HSA-2972965;R-HSA-2972966"
R-HSA-1482839,"Acyl chain remodelling of PE",10,42,0.002687140115163148,0.23051898360128928,0.5175858029796158,9,9,6.0E-4,1.0,9606,Homo sapiens,"ENSG00000121316;ENSG00000143797;ENSG00000105499;ENSG00000127252;ENSG00000123739;ENSG00000100439;ENSG00000135241;ENSG00000111684;ENSG00000116711;ENSG00000133321","","R-HSA-1482646;R-HSA-1482887;R-HSA-5694583;R-HSA-1482884;R-HSA-1602398;R-HSA-1482892;R-HSA-1482828;R-HSA-8858298;R-HSA-1482667"
R-HSA-8849469,"PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1",7,11,7.037747920665387E-4,0.2338872365498344,0.5215704152148765,6,8,5.333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000170315;ENSG00000221983;ENSG00000143947;ENSG00000142208;ENSG00000150991;ENSG00000110395;ENSG00000186635","","R-HSA-8848758;R-HSA-8848818;R-HSA-8848864;R-HSA-8848751;R-HSA-8848829;R-HSA-8848873"
R-HSA-9861718,"Regulation of pyruvate metabolism",24,54,0.00345489443378119,0.23411302252464816,0.5215704152148765,9,11,7.333333333333333E-4,1.0,9606,Homo sapiens,"ENSG00000128585;ENSG00000091140;ENSG00000153561;ENSG00000101193;ENSG00000162923;ENSG00000067992;ENSG00000067225;ENSG00000137601;ENSG00000168291;ENSG00000005882;ENSG00000065833;ENSG00000152256;ENSG00000150991;ENSG00000134333;ENSG00000114098;ENSG00000170315;ENSG00000150768;ENSG00000221983;ENSG00000145916;ENSG00000143947;ENSG00000131828;ENSG00000090316;ENSG00000010017","","R-HSA-203946;R-HSA-9861631;R-HSA-204169;R-HSA-9861725;R-HSA-9861642;R-HSA-9861626;R-HSA-9861563;R-HSA-9861640;R-HSA-9011543"
R-HSA-216083,"Integrin cell surface interactions",22,86,0.0055022392834293025,0.23472769394045573,0.5215704152148765,49,55,0.0036666666666666666,1.0,9606,Homo sapiens,"ENSG00000172270;ENSG00000161638;ENSG00000108622;ENSG00000026508;ENSG00000150093;ENSG00000110799;ENSG00000076662;ENSG00000139626;ENSG00000005844;ENSG00000137801;ENSG00000164171;ENSG00000196776;ENSG00000005961;ENSG00000115232;ENSG00000091409;ENSG00000082781;ENSG00000169896;ENSG00000083457;ENSG00000166086;ENSG00000163359;ENSG00000160255;ENSG00000140678","","R-HSA-114560;R-HSA-114563;R-HSA-2473511;R-HSA-216064;R-HSA-216069;R-HSA-216068;R-HSA-199050;R-HSA-216072;R-HSA-4084912;R-HSA-216076;R-HSA-4084910;R-HSA-204434;R-HSA-216082;R-HSA-4084903;R-HSA-349593;R-HSA-198941;R-HSA-4088220;R-HSA-349603;R-HSA-2327695;R-HSA-4085133;R-HSA-2426259;R-HSA-2470555;R-HSA-2484965;R-HSA-4539779;R-HSA-2467436;R-HSA-265422;R-HSA-265428;R-HSA-265429;R-HSA-202706;R-HSA-202704;R-HSA-265424;R-HSA-2752125;R-HSA-265425;R-HSA-2752115;R-HSA-202718;R-HSA-2752118;R-HSA-4085087;R-HSA-202727;R-HSA-4085083;R-HSA-216043;R-HSA-216040;R-HSA-216045;R-HSA-9679740;R-HSA-216050;R-HSA-4086223;R-HSA-4088264;R-HSA-4086216;R-HSA-199032;R-HSA-216061"
R-HSA-400451,"Free fatty acids regulate insulin secretion",6,28,0.0017914267434420985,0.2347963055849247,0.5215704152148765,6,8,5.333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000135218;ENSG00000068366;ENSG00000156052;ENSG00000123983;ENSG00000137841;ENSG00000060558","","R-HSA-400023;R-HSA-416530;R-HSA-399998;R-HSA-434382;R-HSA-434381;R-HSA-400027"
R-HSA-9865881,"Complex III assembly",9,29,0.0018554062699936021,0.2350748792669508,0.5215704152148765,7,10,6.666666666666666E-4,-1.0,9606,Homo sapiens,"ENSG00000010256;ENSG00000156467;ENSG00000173660;ENSG00000184076;ENSG00000011295;ENSG00000136003;ENSG00000179091;ENSG00000140740;ENSG00000113013","","R-HSA-9866164;R-HSA-9866132;R-HSA-9866162;R-HSA-9866272;R-HSA-9906017;R-HSA-9906042;R-HSA-9866104"
R-HSA-2029481,"FCGR activation",11,103,0.006589891234804863,0.2353876009661202,0.5215704152148765,6,6,4.0E-4,-1.0,9606,Homo sapiens,"ENSG00000143226;ENSG00000165025;ENSG00000211896;ENSG00000197122;ENSG00000101336;ENSG00000000938;ENSG00000254087;ENSG00000198821;ENSG00000010810;ENSG00000203747;ENSG00000160654","","R-HSA-2029455;R-HSA-2029452;R-HSA-2029449;R-HSA-1861621;R-HSA-2029459;R-HSA-2029457"
R-HSA-8935964,"RUNX1 regulates expression of components of tight junctions",1,8,5.118362124120282E-4,0.2355487929494106,0.5215704152148765,6,6,4.0E-4,-1.0,9606,Homo sapiens,"ENSG00000067955","","R-HSA-8935960;R-HSA-8935980;R-HSA-8936000;R-HSA-8935988;R-HSA-8935972;R-HSA-8936007"
R-HSA-8939256,"RUNX1 regulates transcription of genes involved in WNT signaling",1,9,5.758157389635317E-4,0.2355487929494106,0.5215704152148765,4,4,2.666666666666667E-4,-1.0,9606,Homo sapiens,"ENSG00000067955","","R-HSA-8877879;R-HSA-8932076;R-HSA-8877884;R-HSA-8932084"
R-HSA-8931987,"RUNX1 regulates estrogen receptor mediated transcription",1,10,6.397952655150352E-4,0.2355487929494106,0.5215704152148765,7,8,5.333333333333334E-4,-1.0,9606,Homo sapiens,"ENSG00000067955","","R-HSA-8932076;R-HSA-8931981;R-HSA-8932033;R-HSA-8932084;R-HSA-8932020;R-HSA-8932037;R-HSA-8932021"
R-HSA-8939242,"RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",1,11,7.037747920665387E-4,0.2355487929494106,0.5215704152148765,6,8,5.333333333333334E-4,-1.0,9606,Homo sapiens,"ENSG00000067955","","R-HSA-8955885;R-HSA-8955822;R-HSA-8938063;R-HSA-8955748;R-HSA-8955893;R-HSA-8938053"
R-HSA-8941284,"RUNX2 regulates chondrocyte maturation",1,7,4.478566858605246E-4,0.2355487929494106,0.5215704152148765,2,4,2.666666666666667E-4,-1.0,9606,Homo sapiens,"ENSG00000067955","","R-HSA-8878257;R-HSA-8878266"
R-HSA-9711123,"Cellular response to chemical stress",157,301,0.01925783749200256,0.23627429380621695,0.5215704152148765,150,173,0.011533333333333333,-1.0,9606,Homo sapiens,"ENSG00000106605;ENSG00000159377;ENSG00000082701;ENSG00000197930;ENSG00000084207;ENSG00000086506;ENSG00000136810;ENSG00000136930;ENSG00000172115;ENSG00000138798;ENSG00000036257;ENSG00000117450;ENSG00000100348;ENSG00000233276;ENSG00000182446;ENSG00000108344;ENSG00000178741;ENSG00000126067;ENSG00000244734;ENSG00000173692;ENSG00000115944;ENSG00000204264;ENSG00000171552;ENSG00000005339;ENSG00000186350;ENSG00000165672;ENSG00000143106;ENSG00000125818;ENSG00000221983;ENSG00000163931;ENSG00000163932;ENSG00000121691;ENSG00000142657;ENSG00000101266;ENSG00000131467;ENSG00000101294;ENSG00000104687;ENSG00000113558;ENSG00000165280;ENSG00000205220;ENSG00000198646;ENSG00000116701;ENSG00000171720;ENSG00000135940;ENSG00000138413;ENSG00000084676;ENSG00000023909;ENSG00000165168;ENSG00000117592;ENSG00000159352;ENSG00000082014;ENSG00000127922;ENSG00000013275;ENSG00000100764;ENSG00000100365;ENSG00000126432;ENSG00000177156;ENSG00000164919;ENSG00000142507;ENSG00000173992;ENSG00000068878;ENSG00000177556;ENSG00000137574;ENSG00000112695;ENSG00000100519;ENSG00000101849;ENSG00000161011;ENSG00000100911;ENSG00000169375;ENSG00000118705;ENSG00000109320;ENSG00000079999;ENSG00000051523;ENSG00000141027;ENSG00000103222;ENSG00000177200;ENSG00000185627;ENSG00000177565;ENSG00000090013;ENSG00000243955;ENSG00000127184;ENSG00000128272;ENSG00000115233;ENSG00000099341;ENSG00000008018;ENSG00000116044;ENSG00000168610;ENSG00000055130;ENSG00000103415;ENSG00000160211;ENSG00000100387;ENSG00000163960;ENSG00000197170;ENSG00000087191;ENSG00000158517;ENSG00000101182;ENSG00000070010;ENSG00000041357;ENSG00000033050;ENSG00000131174;ENSG00000150991;ENSG00000140396;ENSG00000143947;ENSG00000167815;ENSG00000185624;ENSG00000126267;ENSG00000124762;ENSG00000127511;ENSG00000092010;ENSG00000165916;ENSG00000108846;ENSG00000175166;ENSG00000115935;ENSG00000065833;ENSG00000131143;ENSG00000240065;ENSG00000142168;ENSG00000100567;ENSG00000142208;ENSG00000140941;ENSG00000103035;ENSG00000100393;ENSG00000197461;ENSG00000198431;ENSG00000163902;ENSG00000196498;ENSG00000173039;ENSG00000170315;ENSG00000254986;ENSG00000112096;ENSG00000189043;ENSG00000108671;ENSG00000163636;ENSG00000161057","","R-HSA-71682;R-HSA-9712274;R-HSA-400143;R-HSA-9759129;R-HSA-9759364;R-HSA-9766532;R-HSA-9760128;R-HSA-9758088;R-HSA-9758090;R-HSA-9759157;R-HSA-9759158;R-HSA-8951723;R-HSA-9759154;R-HSA-3341343;R-HSA-9759141;R-HSA-8932284;R-HSA-9759137;R-HSA-9755304;R-HSA-9708457;R-HSA-9755306;R-HSA-9759147;R-HSA-9796053;R-HSA-9759189;R-HSA-3322995;R-HSA-9796055;R-HSA-9796054;R-HSA-9796049;R-HSA-9796048;R-HSA-9796051;R-HSA-9759186;R-HSA-9796050;R-HSA-9796061;R-HSA-9796060;R-HSA-3780979;R-HSA-9796057;R-HSA-9796056;R-HSA-9796059;R-HSA-9661405;R-HSA-9796058;R-HSA-9759172;R-HSA-3299682;R-HSA-3299680;R-HSA-9796039;R-HSA-9759169;R-HSA-9796045;R-HSA-9796044;R-HSA-3299691;R-HSA-9796047;R-HSA-9796046;R-HSA-9759176;R-HSA-9796040;R-HSA-8932309;R-HSA-9796043;R-HSA-9796042;R-HSA-9766645;R-HSA-9796084;R-HSA-3777112;R-HSA-6807557;R-HSA-9707504;R-HSA-9796081;R-HSA-9796080;R-HSA-9796082;R-HSA-3343700;R-HSA-3780958;R-HSA-8932322;R-HSA-8932327;R-HSA-9796069;R-HSA-9708517;R-HSA-9796068;R-HSA-9796071;R-HSA-9796070;R-HSA-9796065;R-HSA-9796064;R-HSA-9796067;R-HSA-9796066;R-HSA-9796077;R-HSA-9708525;R-HSA-9796076;R-HSA-9796079;R-HSA-9796072;R-HSA-9796075;R-HSA-9796074;R-HSA-9766677;R-HSA-9761812;R-HSA-9761815;R-HSA-9766687;R-HSA-9761822;R-HSA-8932355;R-HSA-163214;R-HSA-9761818;R-HSA-9709317;R-HSA-9766656;R-HSA-3697838;R-HSA-3323050;R-HSA-3299753;R-HSA-9761844;R-HSA-9762100;R-HSA-9761846;R-HSA-9762102;R-HSA-9762096;R-HSA-9709360;R-HSA-9761841;R-HSA-9762097;R-HSA-9761843;R-HSA-9761852;R-HSA-9761854;R-HSA-9761849;R-HSA-73646;R-HSA-9761828;R-HSA-9761830;R-HSA-9761825;R-HSA-3323013;R-HSA-9761836;R-HSA-9762093;R-HSA-9762094;R-HSA-4837364;R-HSA-9761834;R-HSA-9762091;R-HSA-3341296;R-HSA-9760081;R-HSA-9760082;R-HSA-9759325;R-HSA-189384;R-HSA-9760094;R-HSA-9709406;R-HSA-9709918;R-HSA-189398;R-HSA-9761858;R-HSA-5631885;R-HSA-3341294;R-HSA-3697894;R-HSA-3697882;R-HSA-9755505;R-HSA-9755507;R-HSA-9759356;R-HSA-9760125;R-HSA-9707645;R-HSA-9759358;R-HSA-9760122;R-HSA-9759332;R-HSA-9759334;R-HSA-9760103;R-HSA-9760097;R-HSA-3323079;R-HSA-9760099;R-HSA-9761900;R-HSA-1222376;R-HSA-3697860;R-HSA-71676;R-HSA-76031"
R-HSA-9854909,"Regulation of MITF-M dependent genes involved in invasion",5,7,4.478566858605246E-4,0.2362807914337948,0.5215704152148765,6,6,4.0E-4,1.0,9606,Homo sapiens,"ENSG00000187098;ENSG00000131504;ENSG00000137198","","R-HSA-9857590;R-HSA-9857574;R-HSA-9857585;R-HSA-9856062;R-HSA-9856061;R-HSA-9857578"
