Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S4_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1483257,"Phospholipid metabolism",98,314,0.020089571337172103,0.006133617058515889,0.09333941013537408,155,218,0.014533333333333334,1.0,9606,Homo sapiens,"ENSG00000153395;ENSG00000241973;ENSG00000204310;ENSG00000158201;ENSG00000115159;ENSG00000085788;ENSG00000165782;ENSG00000166912;ENSG00000102125;ENSG00000214078;ENSG00000141179;ENSG00000144566;ENSG00000102230;ENSG00000105223;ENSG00000074416;ENSG00000103043;ENSG00000070214;ENSG00000150712;ENSG00000115020;ENSG00000051382;ENSG00000088766;ENSG00000011405;ENSG00000186111;ENSG00000163898;ENSG00000087157;ENSG00000125772;ENSG00000100330;ENSG00000101266;ENSG00000032444;ENSG00000158669;ENSG00000105499;ENSG00000107679;ENSG00000101290;ENSG00000078269;ENSG00000139505;ENSG00000177666;ENSG00000078142;ENSG00000125505;ENSG00000109452;ENSG00000101577;ENSG00000148343;ENSG00000100241;ENSG00000123684;ENSG00000127252;ENSG00000211456;ENSG00000006007;ENSG00000138029;ENSG00000196455;ENSG00000121316;ENSG00000123739;ENSG00000171608;ENSG00000156471;ENSG00000166428;ENSG00000103502;ENSG00000180957;ENSG00000165458;ENSG00000163719;ENSG00000084090;ENSG00000112367;ENSG00000171100;ENSG00000132376;ENSG00000171862;ENSG00000143797;ENSG00000135241;ENSG00000143393;ENSG00000106086;ENSG00000160216;ENSG00000021762;ENSG00000111666;ENSG00000110697;ENSG00000116711;ENSG00000040933;ENSG00000150867;ENSG00000105851;ENSG00000116906;ENSG00000141506;ENSG00000085719;ENSG00000152642;ENSG00000133321;ENSG00000084754;ENSG00000091039;ENSG00000052126;ENSG00000145675;ENSG00000185813;ENSG00000168118;ENSG00000129353;ENSG00000155189;ENSG00000176783;ENSG00000168918;ENSG00000111684;ENSG00000119396;ENSG00000174915;ENSG00000100439;ENSG00000185000;ENSG00000121879;ENSG00000090975;ENSG00000143761;ENSG00000087053","","R-HSA-1482775;R-HSA-1482771;R-HSA-1676048;R-HSA-1675795;R-HSA-1482781;R-HSA-6809707;R-HSA-1482777;R-HSA-6809975;R-HSA-1482759;R-HSA-444433;R-HSA-1675776;R-HSA-6809720;R-HSA-1483063;R-HSA-5694583;R-HSA-1482548;R-HSA-199456;R-HSA-1482546;R-HSA-1482547;R-HSA-1675836;R-HSA-1482545;R-HSA-1676082;R-HSA-1482811;R-HSA-188467;R-HSA-1482533;R-HSA-6809680;R-HSA-1676065;R-HSA-1482543;R-HSA-8870332;R-HSA-1675813;R-HSA-1482794;R-HSA-1482539;R-HSA-8858298;R-HSA-6786650;R-HSA-6809944;R-HSA-8871366;R-HSA-5694485;R-HSA-1675866;R-HSA-8873923;R-HSA-1676124;R-HSA-1602398;R-HSA-1483089;R-HSA-6814254;R-HSA-8871373;R-HSA-1676114;R-HSA-6813740;R-HSA-6810410;R-HSA-8871370;R-HSA-8873929;R-HSA-1676105;R-HSA-1602377;R-HSA-1676109;R-HSA-1482816;R-HSA-8871376;R-HSA-1602368;R-HSA-1483087;R-HSA-1482828;R-HSA-1482827;R-HSA-1482571;R-HSA-1602374;R-HSA-1482825;R-HSA-1483081;R-HSA-1676152;R-HSA-1482868;R-HSA-1482612;R-HSA-1676145;R-HSA-1602417;R-HSA-75885;R-HSA-1676149;R-HSA-75889;R-HSA-1482598;R-HSA-1675883;R-HSA-1676141;R-HSA-1482850;R-HSA-1483107;R-HSA-1482862;R-HSA-1483116;R-HSA-1482604;R-HSA-1676133;R-HSA-1482856;R-HSA-6810392;R-HSA-1482646;R-HSA-1676185;R-HSA-1482647;R-HSA-1675928;R-HSA-1482900;R-HSA-1482897;R-HSA-1482654;R-HSA-1676177;R-HSA-1675921;R-HSA-6809325;R-HSA-1483165;R-HSA-6809320;R-HSA-1483142;R-HSA-1482887;R-HSA-1676168;R-HSA-1482884;R-HSA-1482629;R-HSA-1482626;R-HSA-1602446;R-HSA-8954398;R-HSA-1676174;R-HSA-1482894;R-HSA-1482892;R-HSA-1482636;R-HSA-6792445;R-HSA-1676162;R-HSA-1482635;R-HSA-1676164;R-HSA-1482889;R-HSA-1675910;R-HSA-1483190;R-HSA-1675961;R-HSA-8867876;R-HSA-1483186;R-HSA-6809793;R-HSA-1482685;R-HSA-1482939;R-HSA-1676203;R-HSA-1675949;R-HSA-1482656;R-HSA-1676206;R-HSA-6809309;R-HSA-1675939;R-HSA-1482667;R-HSA-6809764;R-HSA-1675994;R-HSA-1483219;R-HSA-8873794;R-HSA-6810030;R-HSA-1483229;R-HSA-1482973;R-HSA-1675988;R-HSA-1483203;R-HSA-1482691;R-HSA-6809778;R-HSA-6809777;R-HSA-1482689;R-HSA-1483211;R-HSA-1482696;R-HSA-6809785;R-HSA-8870489;R-HSA-1676024;R-HSA-8873830;R-HSA-8870499;R-HSA-1675773;R-HSA-6811522;R-HSA-8877153;R-HSA-1483002;R-HSA-8873834;R-HSA-1676020;R-HSA-549112;R-HSA-1482976;R-HSA-1676005;R-HSA-8869241;R-HSA-5333678"
R-HSA-159230,"Transport of the SLBP Dependant Mature mRNA",26,40,0.0025591810620601407,0.006135015313051752,0.09333941013537408,3,3,2.0E-4,-1.0,9606,Homo sapiens,"ENSG00000110713;ENSG00000093000;ENSG00000108559;ENSG00000153201;ENSG00000125450;ENSG00000069248;ENSG00000155561;ENSG00000047410;ENSG00000113569;ENSG00000136937;ENSG00000111581;ENSG00000151247;ENSG00000162231;ENSG00000138750;ENSG00000030066;ENSG00000102900;ENSG00000157020;ENSG00000132182;ENSG00000095319;ENSG00000183684;ENSG00000101146;ENSG00000126883;ENSG00000163950;ENSG00000094914","","R-HSA-77587;R-HSA-159046;R-HSA-159050"
R-HSA-140877,"Formation of Fibrin Clot (Clotting Cascade)",15,43,0.0027511196417146513,0.006143644570023262,0.09333941013537408,34,61,0.004066666666666666,1.0,9606,Homo sapiens,"ENSG00000137509;ENSG00000124491;ENSG00000181104;ENSG00000163737;ENSG00000149131;ENSG00000110799;ENSG00000198734;ENSG00000003436;ENSG00000109272;ENSG00000185010;ENSG00000108561;ENSG00000185245;ENSG00000184500;ENSG00000135919;ENSG00000163736;ENSG00000169704","","R-HSA-158145;R-HSA-158278;R-HSA-5607058;R-HSA-158218;R-HSA-140686;R-HSA-5607002;R-HSA-158354;R-HSA-158419;R-HSA-5604929;R-HSA-5591040;R-HSA-5607043;R-HSA-158164;R-HSA-158357;R-HSA-140696;R-HSA-9015122;R-HSA-140825;R-HSA-158300;R-HSA-141026;R-HSA-158118;R-HSA-158311;R-HSA-158251;R-HSA-9661625;R-HSA-158313;R-HSA-140847;R-HSA-9670014;R-HSA-140851;R-HSA-141040;R-HSA-140599;R-HSA-5602080;R-HSA-9650473;R-HSA-140664;R-HSA-158137;R-HSA-158399;R-HSA-158333"
R-HSA-182971,"EGFR downregulation",17,37,0.00236724248240563,0.006191410148333064,0.09333941013537408,22,22,0.0014666666666666667,1.0,9606,Homo sapiens,"ENSG00000136738;ENSG00000177885;ENSG00000147010;ENSG00000150991;ENSG00000110395;ENSG00000138798;ENSG00000085832;ENSG00000170315;ENSG00000102606;ENSG00000221983;ENSG00000063245;ENSG00000127947;ENSG00000143947;ENSG00000127527;ENSG00000070831;ENSG00000141985;ENSG00000185359","","R-HSA-8867047;R-HSA-183072;R-HSA-8867044;R-HSA-8867041;R-HSA-182986;R-HSA-183051;R-HSA-8951490;R-HSA-182990;R-HSA-183055;R-HSA-183084;R-HSA-183052;R-HSA-182988;R-HSA-182994;R-HSA-183058;R-HSA-182993;R-HSA-183089;R-HSA-183094;R-HSA-183002;R-HSA-183067;R-HSA-8864029;R-HSA-182969;R-HSA-183036"
R-HSA-8856828,"Clathrin-mediated endocytosis",88,161,0.010300703774792067,0.00631069186194665,0.09434484333610242,35,35,0.0023333333333333335,1.0,9606,Homo sapiens,"ENSG00000136738;ENSG00000168090;ENSG00000177885;ENSG00000136856;ENSG00000162704;ENSG00000049245;ENSG00000137942;ENSG00000196961;ENSG00000117533;ENSG00000138798;ENSG00000130475;ENSG00000157191;ENSG00000205726;ENSG00000167286;ENSG00000153071;ENSG00000100266;ENSG00000138071;ENSG00000185359;ENSG00000160654;ENSG00000144566;ENSG00000157107;ENSG00000073921;ENSG00000075624;ENSG00000111229;ENSG00000136827;ENSG00000072274;ENSG00000198612;ENSG00000135018;ENSG00000118640;ENSG00000150991;ENSG00000111540;ENSG00000197959;ENSG00000166200;ENSG00000085733;ENSG00000138760;ENSG00000011405;ENSG00000122705;ENSG00000141480;ENSG00000221983;ENSG00000063245;ENSG00000186111;ENSG00000143947;ENSG00000152291;ENSG00000125733;ENSG00000197081;ENSG00000141367;ENSG00000178950;ENSG00000157978;ENSG00000147010;ENSG00000173020;ENSG00000136717;ENSG00000078269;ENSG00000111652;ENSG00000042753;ENSG00000137486;ENSG00000173744;ENSG00000140022;ENSG00000141030;ENSG00000115091;ENSG00000121022;ENSG00000187239;ENSG00000127527;ENSG00000169727;ENSG00000163466;ENSG00000184009;ENSG00000079805;ENSG00000109971;ENSG00000161203;ENSG00000124333;ENSG00000130787;ENSG00000106976;ENSG00000198399;ENSG00000169891;ENSG00000135597;ENSG00000003056;ENSG00000241685;ENSG00000130340;ENSG00000138663;ENSG00000006125;ENSG00000175416;ENSG00000110395;ENSG00000170315;ENSG00000085832;ENSG00000168685;ENSG00000165219;ENSG00000141985;ENSG00000100077;ENSG00000010610","","R-HSA-8868230;R-HSA-9681616;R-HSA-8868236;R-HSA-8862280;R-HSA-8866269;R-HSA-8867613;R-HSA-8866268;R-HSA-8871196;R-HSA-8871194;R-HSA-8871193;R-HSA-8868071;R-HSA-8866279;R-HSA-8863463;R-HSA-8863718;R-HSA-8866277;R-HSA-8866275;R-HSA-8868066;R-HSA-8863727;R-HSA-8863471;R-HSA-8856813;R-HSA-8867756;R-HSA-8868651;R-HSA-8866283;R-HSA-8863723;R-HSA-8867754;R-HSA-8863721;R-HSA-8868648;R-HSA-8868072;R-HSA-8856808;R-HSA-8868661;R-HSA-8868660;R-HSA-8868659;R-HSA-8868658;R-HSA-8863472;R-HSA-8869438"
R-HSA-418592,"ADP signalling through P2Y purinoceptor 1",10,30,0.0019193857965451055,0.00641599294411227,0.09512637472510257,6,7,4.6666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000112062;ENSG00000197122;ENSG00000174021;ENSG00000078369;ENSG00000156052;ENSG00000127920;ENSG00000116711;ENSG00000172354;ENSG00000069966;ENSG00000060558","","R-HSA-418662;R-HSA-418581;R-HSA-418579;R-HSA-418576;R-HSA-428961;R-HSA-428941"
R-HSA-372708,"p130Cas linkage to MAPK signaling for integrins",8,22,0.0014075495841330773,0.006476733920476821,0.0952398414207821,3,3,2.0E-4,1.0,9606,Homo sapiens,"ENSG00000116473;ENSG00000197122;ENSG00000137076;ENSG00000110799;ENSG00000169398;ENSG00000077420;ENSG00000127314;ENSG00000005961","","R-HSA-372693;R-HSA-372705;R-HSA-372697"
R-HSA-186797,"Signaling by PDGF",27,70,0.004478566858605247,0.0065774082614764645,0.0959339058625104,28,31,0.0020666666666666667,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000099942;ENSG00000133703;ENSG00000115415;ENSG00000071051;ENSG00000137801;ENSG00000168610;ENSG00000145715;ENSG00000127947;ENSG00000213281;ENSG00000145431;ENSG00000145675;ENSG00000140564;ENSG00000126561;ENSG00000197461;ENSG00000115904;ENSG00000197122;ENSG00000124181;ENSG00000173757;ENSG00000051382;ENSG00000121879;ENSG00000163359;ENSG00000107263;ENSG00000179295;ENSG00000166888","","R-HSA-1524182;R-HSA-186819;R-HSA-186826;R-HSA-1524186;R-HSA-186765;R-HSA-186834;R-HSA-186773;R-HSA-186778;R-HSA-389086;R-HSA-186780;R-HSA-389083;R-HSA-382053;R-HSA-382052;R-HSA-382055;R-HSA-382054;R-HSA-186785;R-HSA-8864036;R-HSA-382061;R-HSA-380780;R-HSA-380782;R-HSA-382057;R-HSA-186798;R-HSA-382056;R-HSA-382058;R-HSA-186800;R-HSA-8865276;R-HSA-8865275;R-HSA-9674093"
R-HSA-1236978,"Cross-presentation of soluble exogenous antigens (endosomes)",35,53,0.0033909149072296864,0.007312417509576002,0.10509950696094751,1,6,4.0E-4,-1.0,9606,Homo sapiens,"ENSG00000092010;ENSG00000131467;ENSG00000185627;ENSG00000165916;ENSG00000175166;ENSG00000159377;ENSG00000205220;ENSG00000115233;ENSG00000136930;ENSG00000240065;ENSG00000099341;ENSG00000008018;ENSG00000100567;ENSG00000159352;ENSG00000013275;ENSG00000127922;ENSG00000100764;ENSG00000103035;ENSG00000197170;ENSG00000108344;ENSG00000087191;ENSG00000101182;ENSG00000126067;ENSG00000163902;ENSG00000173692;ENSG00000142507;ENSG00000204264;ENSG00000041357;ENSG00000068878;ENSG00000100519;ENSG00000143106;ENSG00000125818;ENSG00000100911;ENSG00000118705;ENSG00000108671;ENSG00000163636;ENSG00000161057","","R-HSA-1236970"
R-HSA-166520,"Signaling by NTRKs",70,166,0.010620601407549585,0.007322986828382631,0.10509950696094751,106,164,0.010933333333333333,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000099942;ENSG00000133703;ENSG00000116604;ENSG00000196961;ENSG00000104903;ENSG00000134313;ENSG00000113575;ENSG00000168610;ENSG00000118515;ENSG00000160691;ENSG00000126934;ENSG00000081189;ENSG00000166913;ENSG00000087088;ENSG00000188986;ENSG00000084093;ENSG00000140564;ENSG00000108861;ENSG00000104695;ENSG00000067560;ENSG00000115904;ENSG00000105426;ENSG00000197122;ENSG00000114738;ENSG00000169032;ENSG00000137713;ENSG00000170345;ENSG00000197959;ENSG00000143622;ENSG00000144118;ENSG00000116473;ENSG00000051382;ENSG00000122705;ENSG00000140479;ENSG00000141367;ENSG00000177189;ENSG00000115738;ENSG00000068305;ENSG00000042753;ENSG00000136238;ENSG00000117676;ENSG00000137764;ENSG00000112062;ENSG00000140262;ENSG00000160271;ENSG00000213281;ENSG00000105053;ENSG00000145675;ENSG00000079805;ENSG00000161203;ENSG00000100030;ENSG00000100393;ENSG00000105568;ENSG00000106976;ENSG00000124181;ENSG00000118260;ENSG00000115966;ENSG00000139318;ENSG00000111642;ENSG00000006125;ENSG00000121879;ENSG00000179295;ENSG00000107263;ENSG00000010810","","R-HSA-9032073;R-HSA-167683;R-HSA-171011;R-HSA-167684;R-HSA-9613460;R-HSA-9032067;R-HSA-198669;R-HSA-9032582;R-HSA-9613213;R-HSA-171026;R-HSA-9028505;R-HSA-9032601;R-HSA-199959;R-HSA-9603719;R-HSA-203797;R-HSA-9613451;R-HSA-9036949;R-HSA-9031575;R-HSA-5685366;R-HSA-9610163;R-HSA-9036970;R-HSA-9610166;R-HSA-9612980;R-HSA-187688;R-HSA-111916;R-HSA-9028519;R-HSA-187698;R-HSA-9613219;R-HSA-167217;R-HSA-187697;R-HSA-9031610;R-HSA-9026493;R-HSA-9613476;R-HSA-9610154;R-HSA-9610152;R-HSA-9610153;R-HSA-9610156;R-HSA-9031624;R-HSA-177479;R-HSA-9612501;R-HSA-198731;R-HSA-198733;R-HSA-9603548;R-HSA-9612509;R-HSA-198732;R-HSA-177491;R-HSA-198746;R-HSA-177501;R-HSA-187746;R-HSA-9028328;R-HSA-5686071;R-HSA-9620723;R-HSA-9612534;R-HSA-198756;R-HSA-167019;R-HSA-9026531;R-HSA-9603554;R-HSA-9612514;R-HSA-9612516;R-HSA-9037040;R-HSA-198266;R-HSA-9620717;R-HSA-187020;R-HSA-167056;R-HSA-9026579;R-HSA-9603598;R-HSA-169891;R-HSA-9031981;R-HSA-9034796;R-HSA-169895;R-HSA-198315;R-HSA-9621054;R-HSA-169901;R-HSA-9032761;R-HSA-169904;R-HSA-169905;R-HSA-9034814;R-HSA-9032502;R-HSA-9026891;R-HSA-9026890;R-HSA-9033292;R-HSA-5674385;R-HSA-202692;R-HSA-9026894;R-HSA-9603419;R-HSA-9603420;R-HSA-199895;R-HSA-170965;R-HSA-9032798;R-HSA-9603407;R-HSA-170975;R-HSA-9032532;R-HSA-170978;R-HSA-170979;R-HSA-9034862;R-HSA-9603445;R-HSA-170986;R-HSA-9619838;R-HSA-170991;R-HSA-9034855;R-HSA-199917;R-HSA-9034875;R-HSA-167674;R-HSA-199929;R-HSA-199935;R-HSA-9603437"
R-HSA-1592389,"Activation of Matrix Metalloproteinases",3,35,0.0022392834293026233,0.007426435414409727,0.10573829470992899,9,27,0.0018,1.0,9606,Homo sapiens,"ENSG00000196611;ENSG00000102265;ENSG00000140564","","R-HSA-1592297;R-HSA-1602473;R-HSA-1592316;R-HSA-1604690;R-HSA-1602466;R-HSA-1592436;R-HSA-1602484;R-HSA-1602454;R-HSA-1604359"
R-HSA-372790,"Signaling by GPCR",141,876,0.05604606525911708,0.007564636941963837,0.10658534206859942,180,392,0.026133333333333335,1.0,9606,Homo sapiens,"ENSG00000096433;ENSG00000181104;ENSG00000150681;ENSG00000177885;ENSG00000121281;ENSG00000133703;ENSG00000065135;ENSG00000141968;ENSG00000169220;ENSG00000135046;ENSG00000138835;ENSG00000172354;ENSG00000132694;ENSG00000171700;ENSG00000117298;ENSG00000120910;ENSG00000138031;ENSG00000160014;ENSG00000160013;ENSG00000123104;ENSG00000186642;ENSG00000184588;ENSG00000126217;ENSG00000070831;ENSG00000067560;ENSG00000074416;ENSG00000198055;ENSG00000197122;ENSG00000213654;ENSG00000110931;ENSG00000174021;ENSG00000174788;ENSG00000139132;ENSG00000010671;ENSG00000172915;ENSG00000163932;ENSG00000160145;ENSG00000161638;ENSG00000127084;ENSG00000172531;ENSG00000065357;ENSG00000134215;ENSG00000137841;ENSG00000168710;ENSG00000148908;ENSG00000127920;ENSG00000101333;ENSG00000161921;ENSG00000100485;ENSG00000129675;ENSG00000163947;ENSG00000150093;ENSG00000152270;ENSG00000198873;ENSG00000118260;ENSG00000142192;ENSG00000069966;ENSG00000114353;ENSG00000145349;ENSG00000174837;ENSG00000100997;ENSG00000149269;ENSG00000120063;ENSG00000076928;ENSG00000100077;ENSG00000142875;ENSG00000182732;ENSG00000183943;ENSG00000134318;ENSG00000006638;ENSG00000108946;ENSG00000198668;ENSG00000113575;ENSG00000170776;ENSG00000060558;ENSG00000149091;ENSG00000196914;ENSG00000205726;ENSG00000102606;ENSG00000127507;ENSG00000160691;ENSG00000182481;ENSG00000123146;ENSG00000169429;ENSG00000145214;ENSG00000104695;ENSG00000155366;ENSG00000115904;ENSG00000196352;ENSG00000113448;ENSG00000150995;ENSG00000116711;ENSG00000137713;ENSG00000077044;ENSG00000159842;ENSG00000169313;ENSG00000137672;ENSG00000108370;ENSG00000141480;ENSG00000013583;ENSG00000078369;ENSG00000163734;ENSG00000124126;ENSG00000156052;ENSG00000163735;ENSG00000163736;ENSG00000146535;ENSG00000177189;ENSG00000105851;ENSG00000163737;ENSG00000172572;ENSG00000173020;ENSG00000141506;ENSG00000065675;ENSG00000172575;ENSG00000137486;ENSG00000116741;ENSG00000117676;ENSG00000005249;ENSG00000143933;ENSG00000205268;ENSG00000027075;ENSG00000213281;ENSG00000142208;ENSG00000058866;ENSG00000145675;ENSG00000087460;ENSG00000128266;ENSG00000100030;ENSG00000146192;ENSG00000105568;ENSG00000068831;ENSG00000047597;ENSG00000188191;ENSG00000067900;ENSG00000197746;ENSG00000121879;ENSG00000166501","","R-HSA-9618834;R-HSA-114688;R-HSA-416516;R-HSA-391942;R-HSA-426240;R-HSA-111879;R-HSA-391939;R-HSA-167429;R-HSA-418574;R-HSA-111881;R-HSA-111883;R-HSA-167433;R-HSA-392206;R-HSA-8981892;R-HSA-418582;R-HSA-392212;R-HSA-8964252;R-HSA-420883;R-HSA-8964241;R-HSA-373791;R-HSA-8964242;R-HSA-111898;R-HSA-8964246;R-HSA-164381;R-HSA-163617;R-HSA-417829;R-HSA-9619127;R-HSA-8982703;R-HSA-9619125;R-HSA-8964271;R-HSA-5336182;R-HSA-8951727;R-HSA-111913;R-HSA-111912;R-HSA-5336184;R-HSA-111915;R-HSA-111916;R-HSA-111919;R-HSA-373813;R-HSA-8964280;R-HSA-201783;R-HSA-8964284;R-HSA-111925;R-HSA-111924;R-HSA-8964287;R-HSA-879674;R-HSA-201787;R-HSA-8964274;R-HSA-444476;R-HSA-111930;R-HSA-8982709;R-HSA-9617583;R-HSA-9618863;R-HSA-201790;R-HSA-426043;R-HSA-8964278;R-HSA-8852167;R-HSA-9624017;R-HSA-180038;R-HSA-139854;R-HSA-389463;R-HSA-111956;R-HSA-8964317;R-HSA-419166;R-HSA-198746;R-HSA-111962;R-HSA-9624014;R-HSA-9603279;R-HSA-9668558;R-HSA-111966;R-HSA-8964311;R-HSA-416358;R-HSA-8964329;R-HSA-392295;R-HSA-442725;R-HSA-111970;R-HSA-444773;R-HSA-8964333;R-HSA-392300;R-HSA-398188;R-HSA-373358;R-HSA-2179407;R-HSA-398184;R-HSA-398185;R-HSA-114544;R-HSA-8964604;R-HSA-8982012;R-HSA-8964605;R-HSA-114548;R-HSA-2179415;R-HSA-398193;R-HSA-9629675;R-HSA-177275;R-HSA-392831;R-HSA-442749;R-HSA-8964340;R-HSA-9629679;R-HSA-444792;R-HSA-8964599;R-HSA-8982025;R-HSA-8982026;R-HSA-749448;R-HSA-425861;R-HSA-8964619;R-HSA-9036301;R-HSA-749454;R-HSA-392064;R-HSA-749453;R-HSA-177284;R-HSA-749452;R-HSA-750988;R-HSA-8982017;R-HSA-8982019;R-HSA-8982018;R-HSA-8982021;R-HSA-8982020;R-HSA-749446;R-HSA-8964614;R-HSA-112271;R-HSA-8964634;R-HSA-751001;R-HSA-9036307;R-HSA-750993;R-HSA-749456;R-HSA-112282;R-HSA-9036308;R-HSA-9611277;R-HSA-751019;R-HSA-379044;R-HSA-112037;R-HSA-139941;R-HSA-9680443;R-HSA-170666;R-HSA-5694462;R-HSA-381612;R-HSA-380073;R-HSA-379048;R-HSA-170671;R-HSA-751013;R-HSA-170674;R-HSA-170672;R-HSA-751039;R-HSA-170676;R-HSA-170677;R-HSA-9705507;R-HSA-751027;R-HSA-751024;R-HSA-744887;R-HSA-170686;R-HSA-744886;R-HSA-751029;R-HSA-170685;R-HSA-392133;R-HSA-8876868;R-HSA-392129;R-HSA-202692;R-HSA-751040;R-HSA-400586;R-HSA-74448;R-HSA-169683;R-HSA-8851797;R-HSA-169680;R-HSA-199895;R-HSA-5694082;R-HSA-9644869;R-HSA-398040;R-HSA-8982637;R-HSA-426209;R-HSA-391913;R-HSA-374251;R-HSA-419049;R-HSA-167408;R-HSA-167415;R-HSA-8982641;R-HSA-416510;R-HSA-8982640;R-HSA-167419;R-HSA-8982645;R-HSA-418553;R-HSA-111870"
R-HSA-9648002,"RAS processing",17,46,0.002943058221369162,0.007604751273567851,0.10658534206859942,20,21,0.0014,1.0,9606,Homo sapiens,"ENSG00000213465;ENSG00000156973;ENSG00000133703;ENSG00000065675;ENSG00000198668;ENSG00000171552;ENSG00000150991;ENSG00000170315;ENSG00000168522;ENSG00000143933;ENSG00000221983;ENSG00000143947;ENSG00000129968;ENSG00000160014;ENSG00000213281;ENSG00000120992;ENSG00000147533","","R-HSA-9647987;R-HSA-9653585;R-HSA-9647991;R-HSA-9654523;R-HSA-9653595;R-HSA-9647994;R-HSA-9654521;R-HSA-9653592;R-HSA-9653503;R-HSA-9647999;R-HSA-9654525;R-HSA-9654533;R-HSA-9649733;R-HSA-9649732;R-HSA-9647978;R-HSA-9653514;R-HSA-9647977;R-HSA-9647982;R-HSA-9656781;R-HSA-9647980"
R-HSA-983712,"Ion channel transport",58,209,0.013371721049264235,0.007728702431772416,0.10689362415701024,25,51,0.0034,1.0,9606,Homo sapiens,"ENSG00000157514;ENSG00000070961;ENSG00000155097;ENSG00000113732;ENSG00000198668;ENSG00000198626;ENSG00000117410;ENSG00000118515;ENSG00000143515;ENSG00000136295;ENSG00000160014;ENSG00000119929;ENSG00000033627;ENSG00000068650;ENSG00000017260;ENSG00000047617;ENSG00000075142;ENSG00000159720;ENSG00000074370;ENSG00000150991;ENSG00000114573;ENSG00000137672;ENSG00000221983;ENSG00000124406;ENSG00000159363;ENSG00000143947;ENSG00000103249;ENSG00000185344;ENSG00000187688;ENSG00000128524;ENSG00000071553;ENSG00000047249;ENSG00000186815;ENSG00000198363;ENSG00000131100;ENSG00000132155;ENSG00000174437;ENSG00000058063;ENSG00000166377;ENSG00000147416;ENSG00000081087;ENSG00000143933;ENSG00000123124;ENSG00000127249;ENSG00000109572;ENSG00000110719;ENSG00000073464;ENSG00000148175;ENSG00000105726;ENSG00000136888;ENSG00000177119;ENSG00000069849;ENSG00000145349;ENSG00000170315;ENSG00000060237;ENSG00000100554;ENSG00000163399;ENSG00000092439;ENSG00000100991;ENSG00000168404","","R-HSA-427910;R-HSA-8863494;R-HSA-9701141;R-HSA-418309;R-HSA-2682349;R-HSA-5251989;R-HSA-2855020;R-HSA-947591;R-HSA-2684901;R-HSA-936897;R-HSA-2731002;R-HSA-5334788;R-HSA-5692480;R-HSA-2744242;R-HSA-2730959;R-HSA-2685505;R-HSA-3295579;R-HSA-9701055;R-HSA-2730692;R-HSA-5252133;R-HSA-9684068;R-HSA-5692462;R-HSA-418365;R-HSA-939763;R-HSA-936883"
R-HSA-9009391,"Extra-nuclear estrogen signaling",34,111,0.007101727447216891,0.00775865351073585,0.10689362415701024,33,39,0.0026,1.0,9606,Homo sapiens,"ENSG00000105971;ENSG00000133703;ENSG00000065135;ENSG00000198668;ENSG00000172354;ENSG00000138798;ENSG00000080824;ENSG00000230989;ENSG00000143933;ENSG00000160691;ENSG00000160014;ENSG00000213281;ENSG00000142208;ENSG00000126457;ENSG00000127920;ENSG00000145675;ENSG00000176170;ENSG00000140443;ENSG00000100030;ENSG00000115808;ENSG00000152332;ENSG00000197122;ENSG00000174021;ENSG00000118260;ENSG00000082898;ENSG00000069966;ENSG00000170345;ENSG00000114353;ENSG00000153786;ENSG00000169398;ENSG00000121879;ENSG00000078369;ENSG00000106211","","R-HSA-199298;R-HSA-9624272;R-HSA-9632918;R-HSA-9625814;R-HSA-9021068;R-HSA-9633044;R-HSA-198731;R-HSA-9634584;R-HSA-202127;R-HSA-9632412;R-HSA-9021596;R-HSA-9021660;R-HSA-9625479;R-HSA-9632906;R-HSA-9625482;R-HSA-9021072;R-HSA-9632910;R-HSA-9624526;R-HSA-9625487;R-HSA-9021079;R-HSA-9027670;R-HSA-9021609;R-HSA-9632182;R-HSA-9021601;R-HSA-9021600;R-HSA-9623355;R-HSA-9625465;R-HSA-9623999;R-HSA-111916;R-HSA-9021050;R-HSA-9632868;R-HSA-9632873;R-HSA-9623341"
