Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S4_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5617472,"Activation of anterior HOX genes in hindbrain development during early embryogenesis",39,116,0.0074216250799744084,0.27272866224082426,0.5586450302098441,31,43,0.0028666666666666667,1.0,9606,Homo sapiens,"ENSG00000147050;ENSG00000055609;ENSG00000158406;ENSG00000124151;ENSG00000180596;ENSG00000180573;ENSG00000074266;ENSG00000198026;ENSG00000198646;ENSG00000171720;ENSG00000132475;ENSG00000143995;ENSG00000197903;ENSG00000163882;ENSG00000124635;ENSG00000163041;ENSG00000185630;ENSG00000178691;ENSG00000099817;ENSG00000106462;ENSG00000100142;ENSG00000102054;ENSG00000100393;ENSG00000047315;ENSG00000129691;ENSG00000105968;ENSG00000005339;ENSG00000186350;ENSG00000168002;ENSG00000100811;ENSG00000172819;ENSG00000102978;ENSG00000158373;ENSG00000233822;ENSG00000005075;ENSG00000102974;ENSG00000141027;ENSG00000162521","","R-HSA-5617877;R-HSA-5617492;R-HSA-5617431;R-HSA-5621010;R-HSA-5617874;R-HSA-6810159;R-HSA-6810158;R-HSA-5617887;R-HSA-5617862;R-HSA-6810161;R-HSA-5617859;R-HSA-5617484;R-HSA-5617676;R-HSA-5693644;R-HSA-5617486;R-HSA-5617672;R-HSA-5617483;R-HSA-5617867;R-HSA-5621002;R-HSA-5617866;R-HSA-5617462;R-HSA-5617650;R-HSA-5617661;R-HSA-5617471;R-HSA-5617445;R-HSA-5617452;R-HSA-5617454;R-HSA-6810139;R-HSA-5617641;R-HSA-5617896;R-HSA-5617642"
R-HSA-447041,"CHL1 interactions",4,10,6.397952655150352E-4,0.27278319200882023,0.5586450302098441,3,5,3.333333333333333E-4,1.0,9606,Homo sapiens,"ENSG00000150093;ENSG00000029534;ENSG00000164171;ENSG00000109971","","R-HSA-445088;R-HSA-445087;R-HSA-447034"
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",5,8,5.118362124120282E-4,0.27328592813431635,0.5590364367992743,6,10,6.666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000120868;ENSG00000164305;ENSG00000132906;ENSG00000172115;ENSG00000108387","","R-HSA-114419;R-HSA-9627104;R-HSA-114306;R-HSA-114361;R-HSA-114440;R-HSA-9627369"
R-HSA-8943724,"Regulation of PTEN gene transcription",26,68,0.004350607805502239,0.27416073372314487,0.5601871939627812,15,15,0.001,1.0,9606,Homo sapiens,"ENSG00000074266;ENSG00000171720;ENSG00000171862;ENSG00000116586;ENSG00000188186;ENSG00000149357;ENSG00000178691;ENSG00000108840;ENSG00000084093;ENSG00000106462;ENSG00000102054;ENSG00000179632;ENSG00000100030;ENSG00000196591;ENSG00000149480;ENSG00000198793;ENSG00000106615;ENSG00000115966;ENSG00000004487;ENSG00000167491;ENSG00000111642;ENSG00000170004;ENSG00000134248;ENSG00000116478;ENSG00000134686;ENSG00000162521","","R-HSA-8944104;R-HSA-8943817;R-HSA-8944457;R-HSA-6807077;R-HSA-8944397;R-HSA-8944078;R-HSA-8944047;R-HSA-8944099;R-HSA-8943811;R-HSA-8943780;R-HSA-8944420;R-HSA-8944454;R-HSA-8944026;R-HSA-8943728;R-HSA-5632939"
R-HSA-5689896,"Ovarian tumor domain proteases",17,44,0.0028150991682661546,0.27460689134607313,0.5604604813138284,12,14,9.333333333333333E-4,1.0,9606,Homo sapiens,"ENSG00000072401;ENSG00000067560;ENSG00000104312;ENSG00000165280;ENSG00000068308;ENSG00000171862;ENSG00000150991;ENSG00000115267;ENSG00000170315;ENSG00000168884;ENSG00000145901;ENSG00000118503;ENSG00000088888;ENSG00000221983;ENSG00000167770;ENSG00000143947;ENSG00000107201","","R-HSA-5690870;R-HSA-6783238;R-HSA-688136;R-HSA-936381;R-HSA-8869506;R-HSA-6781953;R-HSA-8865182;R-HSA-5690845;R-HSA-5690843;R-HSA-5690827;R-HSA-8873946;R-HSA-5690856"
R-HSA-181429,"Serotonin Neurotransmitter Release Cycle",4,23,0.001471529110684581,0.2760054082817055,0.5613987556206118,3,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000131626;ENSG00000106089;ENSG00000136854;ENSG00000165646","","R-HSA-380901;R-HSA-380905;R-HSA-380586"
R-HSA-212676,"Dopamine Neurotransmitter Release Cycle",4,28,0.0017914267434420985,0.2760054082817055,0.5613987556206118,3,5,3.333333333333333E-4,1.0,9606,Homo sapiens,"ENSG00000131626;ENSG00000106089;ENSG00000136854;ENSG00000165646","","R-HSA-380869;R-HSA-380574;R-HSA-372542"
R-HSA-181430,"Norepinephrine Neurotransmitter Release Cycle",4,30,0.0019193857965451055,0.2760054082817055,0.5613987556206118,3,6,4.0E-4,1.0,9606,Homo sapiens,"ENSG00000131626;ENSG00000106089;ENSG00000136854;ENSG00000165646","","R-HSA-374899;R-HSA-372542;R-HSA-374922"
R-HSA-112409,"RAF-independent MAPK1/3 activation",11,28,0.0017914267434420985,0.27668133584455434,0.5619032038187998,12,12,8.0E-4,1.0,9606,Homo sapiens,"ENSG00000100030;ENSG00000158050;ENSG00000126934;ENSG00000120129;ENSG00000169032;ENSG00000139318;ENSG00000096968;ENSG00000179295;ENSG00000134352;ENSG00000105397;ENSG00000162434","","R-HSA-109857;R-HSA-5675206;R-HSA-109858;R-HSA-5674387;R-HSA-109860;R-HSA-5675376;R-HSA-109863;R-HSA-5674385;R-HSA-109862;R-HSA-112342;R-HSA-109864;R-HSA-5675373"
R-HSA-68882,"Mitotic Anaphase",139,249,0.015930902111324377,0.27719305205108014,0.5619032038187998,30,32,0.0021333333333333334,-1.0,9606,Homo sapiens,"ENSG00000154001;ENSG00000175063;ENSG00000132612;ENSG00000072864;ENSG00000072501;ENSG00000159377;ENSG00000135720;ENSG00000004897;ENSG00000136930;ENSG00000117697;ENSG00000100749;ENSG00000158560;ENSG00000083642;ENSG00000127824;ENSG00000108344;ENSG00000126067;ENSG00000094880;ENSG00000155561;ENSG00000154473;ENSG00000130724;ENSG00000173692;ENSG00000204264;ENSG00000132341;ENSG00000028116;ENSG00000082898;ENSG00000111581;ENSG00000143106;ENSG00000125818;ENSG00000120802;ENSG00000221983;ENSG00000102119;ENSG00000108055;ENSG00000145241;ENSG00000089053;ENSG00000131467;ENSG00000021574;ENSG00000090273;ENSG00000154222;ENSG00000160789;ENSG00000163539;ENSG00000147099;ENSG00000130779;ENSG00000205220;ENSG00000138778;ENSG00000068903;ENSG00000141552;ENSG00000159352;ENSG00000095319;ENSG00000127922;ENSG00000013275;ENSG00000100401;ENSG00000100764;ENSG00000160551;ENSG00000101972;ENSG00000164754;ENSG00000110713;ENSG00000101162;ENSG00000174442;ENSG00000142507;ENSG00000068878;ENSG00000177954;ENSG00000176108;ENSG00000100519;ENSG00000088986;ENSG00000100911;ENSG00000118705;ENSG00000123219;ENSG00000062650;ENSG00000179051;ENSG00000078304;ENSG00000185627;ENSG00000108424;ENSG00000066027;ENSG00000113575;ENSG00000115233;ENSG00000099341;ENSG00000008018;ENSG00000138750;ENSG00000007168;ENSG00000151725;ENSG00000188229;ENSG00000197170;ENSG00000104695;ENSG00000087191;ENSG00000101182;ENSG00000002822;ENSG00000125450;ENSG00000113569;ENSG00000041357;ENSG00000137713;ENSG00000074054;ENSG00000150991;ENSG00000118007;ENSG00000144635;ENSG00000176915;ENSG00000030066;ENSG00000116030;ENSG00000157020;ENSG00000083312;ENSG00000143947;ENSG00000142856;ENSG00000121892;ENSG00000072401;ENSG00000103275;ENSG00000092010;ENSG00000165916;ENSG00000175166;ENSG00000083937;ENSG00000130177;ENSG00000240065;ENSG00000166295;ENSG00000102901;ENSG00000100567;ENSG00000102900;ENSG00000143815;ENSG00000184445;ENSG00000166579;ENSG00000182149;ENSG00000103035;ENSG00000147457;ENSG00000153201;ENSG00000069248;ENSG00000068796;ENSG00000105568;ENSG00000163902;ENSG00000197102;ENSG00000175216;ENSG00000153207;ENSG00000175334;ENSG00000077380;ENSG00000170315;ENSG00000167553;ENSG00000167552;ENSG00000123416;ENSG00000186298;ENSG00000108671;ENSG00000101367;ENSG00000163636;ENSG00000161057;ENSG00000053900","","R-HSA-174144;R-HSA-2467809;R-HSA-2467811;R-HSA-9624798;R-HSA-9615901;R-HSA-9668419;R-HSA-2995389;R-HSA-2995388;R-HSA-9615937;R-HSA-2545203;R-HSA-9618378;R-HSA-9615945;R-HSA-2995376;R-HSA-9624845;R-HSA-9667952;R-HSA-9668405;R-HSA-9634169;R-HSA-174121;R-HSA-3000449;R-HSA-9668415;R-HSA-9667965;R-HSA-9624893;R-HSA-9624800;R-HSA-9668389;R-HSA-9634219;R-HSA-174202;R-HSA-9668395;R-HSA-9668335;R-HSA-9668398;R-HSA-9624876"
R-HSA-2555396,"Mitotic Metaphase and Anaphase",139,250,0.01599488163787588,0.27719305205108014,0.5619032038187998,30,33,0.0022,-1.0,9606,Homo sapiens,"ENSG00000154001;ENSG00000175063;ENSG00000132612;ENSG00000072864;ENSG00000072501;ENSG00000159377;ENSG00000135720;ENSG00000004897;ENSG00000136930;ENSG00000117697;ENSG00000100749;ENSG00000158560;ENSG00000083642;ENSG00000127824;ENSG00000108344;ENSG00000126067;ENSG00000094880;ENSG00000155561;ENSG00000154473;ENSG00000130724;ENSG00000173692;ENSG00000204264;ENSG00000132341;ENSG00000028116;ENSG00000082898;ENSG00000111581;ENSG00000143106;ENSG00000125818;ENSG00000120802;ENSG00000221983;ENSG00000102119;ENSG00000108055;ENSG00000145241;ENSG00000089053;ENSG00000131467;ENSG00000021574;ENSG00000090273;ENSG00000154222;ENSG00000160789;ENSG00000163539;ENSG00000147099;ENSG00000130779;ENSG00000205220;ENSG00000138778;ENSG00000068903;ENSG00000141552;ENSG00000159352;ENSG00000095319;ENSG00000127922;ENSG00000013275;ENSG00000100401;ENSG00000100764;ENSG00000160551;ENSG00000101972;ENSG00000164754;ENSG00000110713;ENSG00000101162;ENSG00000174442;ENSG00000142507;ENSG00000068878;ENSG00000177954;ENSG00000176108;ENSG00000100519;ENSG00000088986;ENSG00000100911;ENSG00000118705;ENSG00000123219;ENSG00000062650;ENSG00000179051;ENSG00000078304;ENSG00000185627;ENSG00000108424;ENSG00000066027;ENSG00000113575;ENSG00000115233;ENSG00000099341;ENSG00000008018;ENSG00000138750;ENSG00000007168;ENSG00000151725;ENSG00000188229;ENSG00000197170;ENSG00000104695;ENSG00000087191;ENSG00000101182;ENSG00000002822;ENSG00000125450;ENSG00000113569;ENSG00000041357;ENSG00000137713;ENSG00000074054;ENSG00000150991;ENSG00000118007;ENSG00000144635;ENSG00000176915;ENSG00000030066;ENSG00000116030;ENSG00000157020;ENSG00000083312;ENSG00000143947;ENSG00000142856;ENSG00000121892;ENSG00000072401;ENSG00000103275;ENSG00000092010;ENSG00000165916;ENSG00000175166;ENSG00000083937;ENSG00000130177;ENSG00000240065;ENSG00000166295;ENSG00000102901;ENSG00000100567;ENSG00000102900;ENSG00000143815;ENSG00000184445;ENSG00000166579;ENSG00000182149;ENSG00000103035;ENSG00000147457;ENSG00000153201;ENSG00000069248;ENSG00000068796;ENSG00000105568;ENSG00000163902;ENSG00000197102;ENSG00000175216;ENSG00000153207;ENSG00000175334;ENSG00000077380;ENSG00000170315;ENSG00000167553;ENSG00000167552;ENSG00000123416;ENSG00000186298;ENSG00000108671;ENSG00000101367;ENSG00000163636;ENSG00000161057;ENSG00000053900","","R-HSA-174144;R-HSA-2467809;R-HSA-2467811;R-HSA-9624798;R-HSA-9615901;R-HSA-9668419;R-HSA-2995389;R-HSA-2995388;R-HSA-9615937;R-HSA-2545203;R-HSA-9618378;R-HSA-9615945;R-HSA-2995376;R-HSA-9624845;R-HSA-9667952;R-HSA-9668405;R-HSA-9634169;R-HSA-174121;R-HSA-3000449;R-HSA-9668415;R-HSA-9667965;R-HSA-9624893;R-HSA-9624800;R-HSA-9668389;R-HSA-9634219;R-HSA-174202;R-HSA-9668395;R-HSA-9668335;R-HSA-9668398;R-HSA-9624876"
R-HSA-174430,"Telomere C-strand synthesis initiation",9,19,0.001215611004478567,0.2781333833448229,0.5631730132286821,4,4,2.666666666666667E-4,-1.0,9606,Homo sapiens,"ENSG00000178971;ENSG00000092330;ENSG00000132604;ENSG00000198056;ENSG00000102977;ENSG00000166848;ENSG00000147601;ENSG00000128513;ENSG00000107960","","R-HSA-9668597;R-HSA-174427;R-HSA-174425;R-HSA-9668831"
R-HSA-9020702,"Interleukin-1 signaling",75,125,0.00799744081893794,0.2787547548682457,0.5637948480649749,52,59,0.003933333333333333,-1.0,9606,Homo sapiens,"ENSG00000185627;ENSG00000090376;ENSG00000159377;ENSG00000115233;ENSG00000136930;ENSG00000099341;ENSG00000008018;ENSG00000177889;ENSG00000077150;ENSG00000134070;ENSG00000055130;ENSG00000168256;ENSG00000101557;ENSG00000100387;ENSG00000213341;ENSG00000197170;ENSG00000108344;ENSG00000087191;ENSG00000101182;ENSG00000126067;ENSG00000064012;ENSG00000107968;ENSG00000173692;ENSG00000204264;ENSG00000169032;ENSG00000041357;ENSG00000150991;ENSG00000197329;ENSG00000143106;ENSG00000125818;ENSG00000221983;ENSG00000143947;ENSG00000184216;ENSG00000104365;ENSG00000131467;ENSG00000092010;ENSG00000160703;ENSG00000198001;ENSG00000165916;ENSG00000175166;ENSG00000113558;ENSG00000205220;ENSG00000139946;ENSG00000135341;ENSG00000065559;ENSG00000240065;ENSG00000163221;ENSG00000100567;ENSG00000159352;ENSG00000013275;ENSG00000127922;ENSG00000100764;ENSG00000103035;ENSG00000104312;ENSG00000163902;ENSG00000142507;ENSG00000142192;ENSG00000068878;ENSG00000173039;ENSG00000100906;ENSG00000170315;ENSG00000172936;ENSG00000100519;ENSG00000168884;ENSG00000161011;ENSG00000198909;ENSG00000100911;ENSG00000118705;ENSG00000108671;ENSG00000109320;ENSG00000163636;ENSG00000161057;ENSG00000189403;ENSG00000140853;ENSG00000078902;ENSG00000072803;ENSG00000055208","","R-HSA-727819;R-HSA-450690;R-HSA-446862;R-HSA-9750942;R-HSA-450187;R-HSA-450827;R-HSA-446870;R-HSA-446868;R-HSA-5609665;R-HSA-9749505;R-HSA-9757954;R-HSA-9758604;R-HSA-446877;R-HSA-209063;R-HSA-209061;R-HSA-8948015;R-HSA-2730894;R-HSA-446894;R-HSA-446634;R-HSA-451634;R-HSA-9750946;R-HSA-8948018;R-HSA-209087;R-HSA-446648;R-HSA-507719;R-HSA-9750226;R-HSA-451649;R-HSA-9749471;R-HSA-5684250;R-HSA-5684248;R-HSA-450133;R-HSA-9761344;R-HSA-8948063;R-HSA-9630923;R-HSA-446684;R-HSA-451418;R-HSA-446694;R-HSA-9749494;R-HSA-446692;R-HSA-168166;R-HSA-5684275;R-HSA-209125;R-HSA-5684273;R-HSA-8948066;R-HSA-446701;R-HSA-9757951;R-HSA-451561;R-HSA-5684261;R-HSA-168184;R-HSA-450173;R-HSA-5684267;R-HSA-9773803"
R-HSA-9013423,"RAC3 GTPase cycle",50,100,0.006397952655150352,0.2794667211941659,0.5645983083584838,5,6,4.0E-4,1.0,9606,Homo sapiens,"ENSG00000133789;ENSG00000186716;ENSG00000175220;ENSG00000049245;ENSG00000180370;ENSG00000139641;ENSG00000134909;ENSG00000108262;ENSG00000070831;ENSG00000158517;ENSG00000111348;ENSG00000074695;ENSG00000075785;ENSG00000072274;ENSG00000028116;ENSG00000138443;ENSG00000159842;ENSG00000120802;ENSG00000158195;ENSG00000102119;ENSG00000124126;ENSG00000135090;ENSG00000140750;ENSG00000092531;ENSG00000135905;ENSG00000047365;ENSG00000116701;ENSG00000008517;ENSG00000136754;ENSG00000047648;ENSG00000079482;ENSG00000254999;ENSG00000061676;ENSG00000165168;ENSG00000143815;ENSG00000149357;ENSG00000100365;ENSG00000145675;ENSG00000107863;ENSG00000150054;ENSG00000150093;ENSG00000075884;ENSG00000112851;ENSG00000145819;ENSG00000139436;ENSG00000123338;ENSG00000112290;ENSG00000149269;ENSG00000107263;ENSG00000051523","","R-HSA-9018808;R-HSA-9714691;R-HSA-9018804;R-HSA-9018807;R-HSA-9018806"
R-HSA-1300642,"Sperm Motility And Taxes",2,13,8.317338451695458E-4,0.28036837578493456,0.5657827515839962,3,4,2.666666666666667E-4,-1.0,9606,Homo sapiens,"ENSG00000175294;ENSG00000122986","","R-HSA-2534359;R-HSA-2534388;R-HSA-2534378"
R-HSA-8866904,"Negative regulation of activity of TFAP2 (AP-2) family transcription factors",2,11,7.037747920665387E-4,0.28112587095356145,0.566394907085463,3,6,4.0E-4,1.0,9606,Homo sapiens,"ENSG00000103275;ENSG00000116030","","R-HSA-3234081;R-HSA-3234084;R-HSA-3234094"
R-HSA-9845323,"Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)",36,68,0.004350607805502239,0.2813031561946196,0.566394907085463,2,2,1.3333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000136518;ENSG00000158406;ENSG00000180596;ENSG00000180573;ENSG00000108604;ENSG00000080503;ENSG00000117713;ENSG00000133884;ENSG00000132475;ENSG00000099385;ENSG00000197903;ENSG00000124635;ENSG00000163041;ENSG00000082014;ENSG00000102054;ENSG00000099956;ENSG00000196591;ENSG00000149480;ENSG00000134668;ENSG00000075624;ENSG00000173473;ENSG00000073584;ENSG00000106635;ENSG00000139613;ENSG00000105968;ENSG00000167491;ENSG00000111642;ENSG00000170004;ENSG00000116478;ENSG00000049618;ENSG00000127616;ENSG00000158373;ENSG00000233822;ENSG00000141380;ENSG00000162521","","R-HSA-9845308;R-HSA-9727450"
R-HSA-428643,"Organic anion transporters",3,32,0.0020473448496481127,0.28218717516162756,0.567537883677085,4,12,8.0E-4,1.0,9606,Homo sapiens,"ENSG00000119899;ENSG00000108528;ENSG00000100075","","R-HSA-372449;R-HSA-75849;R-HSA-198440;R-HSA-428585"
R-HSA-6782315,"tRNA modification in the nucleus and cytosol",12,70,0.004478566858605247,0.2834675674056199,0.5686104411563513,13,37,0.0024666666666666665,-1.0,9606,Homo sapiens,"ENSG00000136628;ENSG00000037474;ENSG00000065457;ENSG00000213339;ENSG00000189007;ENSG00000144034;ENSG00000068438;ENSG00000173113;ENSG00000092094;ENSG00000145996;ENSG00000104907;ENSG00000115970","","R-HSA-6782311;R-HSA-6786501;R-HSA-6785409;R-HSA-6782336;R-HSA-9024161;R-HSA-6784494;R-HSA-6786571;R-HSA-6782443;R-HSA-6782388;R-HSA-9024159;R-HSA-6782416;R-HSA-6785438;R-HSA-6782296"
R-HSA-73817,"Purine ribonucleoside monophosphate biosynthesis",7,48,0.003071017274472169,0.2835222063749217,0.5686104411563513,11,17,0.0011333333333333334,-1.0,9606,Homo sapiens,"ENSG00000035687;ENSG00000138363;ENSG00000106348;ENSG00000159131;ENSG00000239900;ENSG00000178035;ENSG00000163655","","R-HSA-73792;R-HSA-73794;R-HSA-73810;R-HSA-73797;R-HSA-73813;R-HSA-111524;R-HSA-73828;R-HSA-73798;R-HSA-73814;R-HSA-73800;R-HSA-9678749"
R-HSA-9749641,"Aspirin ADME",4,81,0.005182341650671785,0.28367131819115626,0.5686104411563513,5,26,0.0017333333333333333,1.0,9606,Homo sapiens,"ENSG00000172270;ENSG00000108846;ENSG00000156689;ENSG00000172831","","R-HSA-9749792;R-HSA-9750656;R-HSA-9750001;R-HSA-9645220;R-HSA-9749647"
R-HSA-8854691,"Interleukin-20 family signaling",11,29,0.0018554062699936021,0.28436346314497907,0.5693616661630496,55,56,0.0037333333333333333,1.0,9606,Homo sapiens,"ENSG00000126561;ENSG00000168610;ENSG00000170581;ENSG00000115415;ENSG00000105639;ENSG00000096968;ENSG00000179295;ENSG00000173757;ENSG00000138378;ENSG00000105397;ENSG00000162434","","R-HSA-8987150;R-HSA-8987266;R-HSA-8987141;R-HSA-8987012;R-HSA-8987015;R-HSA-8987014;R-HSA-8987270;R-HSA-8987033;R-HSA-8987161;R-HSA-448661;R-HSA-9005340;R-HSA-8987039;R-HSA-8982163;R-HSA-6784765;R-HSA-8982162;R-HSA-8982165;R-HSA-6784763;R-HSA-8987156;R-HSA-8987179;R-HSA-8987052;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-8987070;R-HSA-8987063;R-HSA-8987080;R-HSA-9009227;R-HSA-448708;R-HSA-8987084;R-HSA-8986446;R-HSA-8987214;R-HSA-8987202;R-HSA-8987097;R-HSA-8987096;R-HSA-8986972;R-HSA-8987230;R-HSA-8987218;R-HSA-8987220;R-HSA-8987223;R-HSA-448728;R-HSA-8986985;R-HSA-448480;R-HSA-8987105;R-HSA-8987104;R-HSA-8987236;R-HSA-448744;R-HSA-8987129;R-HSA-8854645;R-HSA-8987132;R-HSA-8987007;R-HSA-8986480;R-HSA-8987120;R-HSA-8986995;R-HSA-8986994;R-HSA-8987255"
R-HSA-391160,"Signal regulatory protein family interactions",10,18,0.0011516314779270633,0.2850662614985174,0.5701325229970348,9,10,6.666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000011600;ENSG00000177885;ENSG00000197122;ENSG00000120899;ENSG00000169398;ENSG00000005020;ENSG00000111679;ENSG00000179295;ENSG00000196776;ENSG00000082074","","R-HSA-391157;R-HSA-210274;R-HSA-391156;R-HSA-391158;R-HSA-391153;R-HSA-391168;R-HSA-391152;R-HSA-391151;R-HSA-391150"
R-HSA-2173795,"Downregulation of SMAD2/3:SMAD4 transcriptional activity",19,38,0.002431222008957134,0.28584842685855316,0.5710602202497153,26,27,0.0018,1.0,9606,Homo sapiens,"ENSG00000072401;ENSG00000100030;ENSG00000108854;ENSG00000175387;ENSG00000115415;ENSG00000196498;ENSG00000197323;ENSG00000116478;ENSG00000150991;ENSG00000170315;ENSG00000143799;ENSG00000100603;ENSG00000100614;ENSG00000221983;ENSG00000143947;ENSG00000109332;ENSG00000141027;ENSG00000106366;ENSG00000124486","","R-HSA-870479;R-HSA-9730967;R-HSA-870538;R-HSA-2176491;R-HSA-2186607;R-HSA-9736966;R-HSA-2186741;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-209055;R-HSA-2187325;R-HSA-2187388;R-HSA-9736970;R-HSA-2187395;R-HSA-2187330;R-HSA-870437;R-HSA-173545;R-HSA-173481;R-HSA-2179274;R-HSA-2179276;R-HSA-2186767;R-HSA-5252001;R-HSA-9731111;R-HSA-870449;R-HSA-2106591"
R-HSA-9614399,"Regulation of localization of FOXO transcription factors",4,14,8.957133717210493E-4,0.2866117835358851,0.5719483199815105,4,5,3.333333333333333E-4,1.0,9606,Homo sapiens,"ENSG00000134308;ENSG00000166913;ENSG00000142208;ENSG00000164924","","R-HSA-199299;R-HSA-9614562;R-HSA-9614423;R-HSA-9614564"
R-HSA-204998,"Cell death signalling via NRAGE, NRIF and NADE",36,81,0.005182341650671785,0.2870934258869118,0.5722675153171483,16,17,0.0011333333333333334,1.0,9606,Homo sapiens,"ENSG00000127084;ENSG00000179222;ENSG00000141968;ENSG00000002330;ENSG00000136238;ENSG00000132694;ENSG00000134215;ENSG00000170776;ENSG00000196914;ENSG00000205726;ENSG00000102606;ENSG00000126217;ENSG00000106144;ENSG00000100485;ENSG00000129675;ENSG00000146192;ENSG00000108953;ENSG00000162736;ENSG00000115904;ENSG00000163947;ENSG00000080815;ENSG00000159842;ENSG00000150991;ENSG00000139132;ENSG00000170315;ENSG00000166681;ENSG00000161011;ENSG00000117362;ENSG00000221983;ENSG00000143947;ENSG00000164305;ENSG00000124126;ENSG00000160145;ENSG00000142856;ENSG00000120063;ENSG00000076928","","R-HSA-193669;R-HSA-205039;R-HSA-193677;R-HSA-205132;R-HSA-204947;R-HSA-205075;R-HSA-193650;R-HSA-205008;R-HSA-205136;R-HSA-204949;R-HSA-204981;R-HSA-205115;R-HSA-205112;R-HSA-205118;R-HSA-204958;R-HSA-205117"
R-HSA-1236975,"Antigen processing-Cross presentation",74,128,0.00818937939859245,0.2874097164441196,0.5722675153171483,18,23,0.0015333333333333334,-1.0,9606,Homo sapiens,"ENSG00000185627;ENSG00000106803;ENSG00000049245;ENSG00000159377;ENSG00000115233;ENSG00000136930;ENSG00000204592;ENSG00000099341;ENSG00000008018;ENSG00000167004;ENSG00000204632;ENSG00000166710;ENSG00000213341;ENSG00000197170;ENSG00000103496;ENSG00000108344;ENSG00000087191;ENSG00000158517;ENSG00000101182;ENSG00000135218;ENSG00000126067;ENSG00000173692;ENSG00000204264;ENSG00000041357;ENSG00000118640;ENSG00000150991;ENSG00000113441;ENSG00000163131;ENSG00000143106;ENSG00000143546;ENSG00000082781;ENSG00000010671;ENSG00000125818;ENSG00000221983;ENSG00000143947;ENSG00000104365;ENSG00000131467;ENSG00000092010;ENSG00000092531;ENSG00000165916;ENSG00000175166;ENSG00000168394;ENSG00000205220;ENSG00000116701;ENSG00000058262;ENSG00000240065;ENSG00000132432;ENSG00000163220;ENSG00000165168;ENSG00000100567;ENSG00000234745;ENSG00000159352;ENSG00000013275;ENSG00000127922;ENSG00000100764;ENSG00000100365;ENSG00000103035;ENSG00000163902;ENSG00000142507;ENSG00000068878;ENSG00000179218;ENSG00000206341;ENSG00000204525;ENSG00000170315;ENSG00000172936;ENSG00000100519;ENSG00000231925;ENSG00000204642;ENSG00000100911;ENSG00000206503;ENSG00000118705;ENSG00000108671;ENSG00000163636;ENSG00000161057;ENSG00000189403;ENSG00000051523","","R-HSA-1236947;R-HSA-8863973;R-HSA-8951595;R-HSA-1236948;R-HSA-1236949;R-HSA-1236954;R-HSA-1236958;R-HSA-8863914;R-HSA-1236956;R-HSA-8863895;R-HSA-1236935;R-HSA-1236967;R-HSA-8863858;R-HSA-1236964;R-HSA-1236965;R-HSA-1236970;R-HSA-1236971;R-HSA-1236943"
R-HSA-140834,"Extrinsic Pathway of Fibrin Clot Formation",1,6,3.8387715930902113E-4,0.2893141550242346,0.5742221868973388,1,8,5.333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000003436","","R-HSA-140825"
R-HSA-3371497,"HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand",31,76,0.004862444017914268,0.29092634967900577,0.5742221868973388,22,22,0.0014666666666666667,1.0,9606,Homo sapiens,"ENSG00000131966;ENSG00000132912;ENSG00000175203;ENSG00000116489;ENSG00000135720;ENSG00000080824;ENSG00000137100;ENSG00000158560;ENSG00000188229;ENSG00000127824;ENSG00000168439;ENSG00000109971;ENSG00000131236;ENSG00000101162;ENSG00000077549;ENSG00000110958;ENSG00000069345;ENSG00000197102;ENSG00000138107;ENSG00000198898;ENSG00000096060;ENSG00000132002;ENSG00000096384;ENSG00000204843;ENSG00000077380;ENSG00000167553;ENSG00000144635;ENSG00000113580;ENSG00000088986;ENSG00000167552;ENSG00000123416;ENSG00000086061","","R-HSA-9726580;R-HSA-9706837;R-HSA-5618099;R-HSA-5618098;R-HSA-9725885;R-HSA-9726621;R-HSA-5618110;R-HSA-9725855;R-HSA-5618105;R-HSA-5618073;R-HSA-3371422;R-HSA-5618107;R-HSA-5618085;R-HSA-9705925;R-HSA-9705926;R-HSA-5618080;R-HSA-9690534;R-HSA-3371590;R-HSA-5618093;R-HSA-9726509;R-HSA-3371503;R-HSA-9678925"
